id,preferred_label,reuse_level,code,skill_category,coreness
10439,promote mental health,sector-specific,S4.1.5,S,0.0368704334092261
10440,use safety equipment in construction,cross-sector,S3.3.1,S,0.1275883636455314
10441,conduct research before survey,cross-sector,S2.1.1,S,0.0273450604107984
10442,furniture industry,sector-specific,K7.2.2,K,0.04784434433273319
10443,airport safety regulations,sector-specific,K10.4.0,K,0.039549197761386864
10444,develop working procedures,cross-sector,S4.1.3,S,0.05299001073575258
10445,estimate damage,sector-specific,S2.6.3,S,0.06360258700412864
10446,report on social development,cross-sector,S1.13.3,S,0.03858011922392532
10447,interact with healthcare users,cross-sector,S1.5.4,S,0.08773371724419288
10448,develop strong attitudes in sports,occupation-specific,S4.5.0,S,0.0
10449,compare insurance products,occupation-specific,S2.7.3,S,0.0
10450,develop procedures in case of defects,cross-sector,S4.1.3,S,0.004311961189869043
10451,wash the dishes,sector-specific,S6.11.1,S,0.0036448269539079555
10452,manage time in forestry,sector-specific,S4.2.2,S,0.008340921107972965
10453,work in professional sport environment,occupation-specific,S1.8.1,S,0.0
10454,manage sporting career,sector-specific,S1.14.1,S,0.0035493768325672347
10455,manage cattle breeding,occupation-specific,S6.9.1,S,0.0
10456,support witnesses,sector-specific,S3.4.4,S,0.0006315429262697371
10457,conduct chiropractic examination,sector-specific,S2.1.2,S,0.0009810081405261738
10458,operate slitting machinery,occupation-specific,S8.5.8,S,0.0
10459,establish communication with foreign cultures,cross-sector,S1.8.0,S,0.03586126793163036
10460,footwear manufacturing technology,sector-specific,K7.2.3,K,0.0016750101252284634
10461,follow dentists' instructions,sector-specific,S1.8.5,S,0.0013753482433249615
10462,promote communication between parties,occupation-specific,S1.2.1,S,0.0
10463,legal department processes,sector-specific,K4.2.0,K,0.03763975301832419
10464,prepare animals for anaesthesia,sector-specific,S6.9.7,S,0.00026076409028309304
10465,provide investment advice,cross-sector,S1.5.2,S,0.0
10466,provide technical expertise,cross-sector,S1.5.6,S,0.26289188641338285
10467,defense system,sector-specific,K10.3.1,K,0.08073748782689416
10468,distinguish various types of ships,sector-specific,S2.3.0,S,0.04640817813839299
10469,compile railway signalling reports,occupation-specific,S2.2.5,S,0.0
10470,handle broodstock,sector-specific,S6.9.2,S,0.0014152978687652247
10471,understand written Estonian,transversal,,L_use,0.0
10472,communicate in foreign languages with health service providers,cross-sector,S1.15.1,S,0.026832321333154188
10473,cut raw footage digitally,sector-specific,S8.6.2,S,0.0038785632720288498
10474,operate radar equipment,cross-sector,S8.6.4,S,0.014276613992864092
10475,ensure adherence to aerodrome procedures,sector-specific,S3.3.1,S,0.0020371532604650964
10476,work with composers,sector-specific,S1.8.1,S,0.004103327349808023
10477,manage timber stocks,sector-specific,S4.3.3,S,0.09318606938118605
10478,teach fire fighting principles,occupation-specific,S1.3.1,S,0.0
10479,perform flue-cured methods for tobacco,sector-specific,S6.5.8,S,0.0003206020008117635
10480,supervise craft production,sector-specific,S6.6.2,S,0.016336923835870754
10481,human resources department processes,cross-sector,K4.1.3,K,0.04330718238874383
10482,gather reference materials,cross-sector,S2.4.1,S,0.0
10483,audit HACCP,occupation-specific,S2.7.6,S,0.0
10484,read stowage plans,sector-specific,S2.1.3,S,0.028240093025708467
10485,prepare printing form,sector-specific,S8.5.6,S,0.006524857472913934
10486,teach dance,sector-specific,S1.3.1,S,0.008311896865394451
10487,teach principles of social work,cross-sector,S1.3.1,S,0.0
10488,attend music recording sessions,sector-specific,S1.13.1,S,0.002717012756193439
10489,operate explosives production equipment,sector-specific,S8.5.5,S,0.0056395440594689695
10490,types of chocolate,sector-specific,K7.2.1,K,0.00655834795596213
10491,send faulty equipment back to assembly line,cross-sector,S6.1.1,S,0.048311070140585645
10492,computerised feeding systems,sector-specific,K8.1.1,K,0.010333594790051387
10493,consult exhibition organisers,sector-specific,S1.2.1,S,0.0
10494,package fish,sector-specific,S6.1.3,S,0.00142061964595292
10495,write Marathi,transversal,,L_use,0.0
10496,plan schedule,cross-sector,S4.2.2,S,0.01425887153561895
10497,advise on online dating,occupation-specific,S1.5.3,S,0.0
10498,advise customers on sewing patterns,sector-specific,S1.5.3,S,0.007402668810552423
10499,Salt (tools for software configuration management),sector-specific,K6.0.3,K,0.04565685488302502
10500,ensure cleanliness of food preparation area,sector-specific,S2.8.4,S,0.005643051958722594
10501,use furniture dust removing tools,occupation-specific,S6.7.0,S,0.0
10502,apply for government funding,cross-sector,S2.2.3,S,0.05871758847752329
10503,manage operational safety on trains,sector-specific,S3.3.1,S,0.0015864510506947821
10504,maintain customer records,cross-sector,S2.2.5,S,0.07592952972521795
10505,administer chemicals for beverage clarification,occupation-specific,S8.5.4,S,0.0
10506,hotel operations,occupation-specific,K10.1.3,K,0.0
10507,maintain router machinery,cross-sector,S8.7.2,S,0.001061890394154752
10508,remove contaminants,cross-sector,S6.11.0,S,0.016915705657785416
10509,hair,sector-specific,K10.1.2,K,0.01858883540289572
10510,measure water depth,cross-sector,S2.5.1,S,0.016536540140122662
10511,guide placement of anchors,sector-specific,S8.3.0,S,0.0011100163699046559
10512,hazardous freight regulations,sector-specific,K10.4.0,K,0.025388822974274076
10513,maintain computer hardware,cross-sector,S8.8.2,S,0.024370295435800035
10514,prepare patients for surgery,occupation-specific,S3.2.1,S,0.0
10515,adhere to traffic regulations on inland waterways,sector-specific,S3.3.3,S,0.013866726684314953
10516,process incoming electrical supplies,cross-sector,S2.4.2,S,0.007177222898543547
10517,cold winding,occupation-specific,K7.1.1,K,0.0
10518,determine production feasibility,cross-sector,S2.7.4,S,0.07727372490682938
10519,organise relapse prevention,sector-specific,S3.1.1,S,0.01633140805447192
10520,use photographic equipment,sector-specific,S8.6.2,S,0.025364585595545948
10521,public auction procedures,cross-sector,K4.1.6,K,0.01062921509418649
10522,prepare for small craft operation,sector-specific,S8.3.0,S,0.012218117368290657
10523,polish silverware,occupation-specific,S6.7.3,S,0.0
10524,assess fermentation levels of tobacco leaves,sector-specific,S6.5.7,S,0.0003206020008117636
10525,ripening of cheese,sector-specific,K7.2.1,K,0.0023700617753865446
10526,quality assurance methodologies,cross-sector,K4.1.7,K,0.27050477460631706
10527,LINQ,sector-specific,K6.0.3,K,0.04846913287391603
10528,"ensure cooperation among production, costume department and make-up department",cross-sector,S1.8.4,S,0.013332871553188673
10529,manage purchasing cycle,sector-specific,S1.6.3,S,0.0010718138083555
10530,lawn care,sector-specific,K10.2.1,K,0.009167730222208561
10531,set payment handling strategies,cross-sector,S4.4.2,S,0.005408067553253811
10532,legal terminology,cross-sector,K4.2.0,K,0.04955121315498666
10533,ensure stock storage safety,sector-specific,S3.3.1,S,0.03910358249758595
10534,clean concrete pumps,occupation-specific,S6.11.1,S,0.0
10535,tend spinning machines,sector-specific,S8.5.3,S,0.006887458156894792
10536,laws regulating serving alcoholic drinks,occupation-specific,K4.2.0,K,0.0
10537,consult team on creative project,sector-specific,S1.2.1,S,0.0026701548444662787
10538,perform loading and unloading operations,cross-sector,S6.2.1,S,0.017840773259156364
10539,cope with excrements,sector-specific,A1.14.0,A,0.00019360020052407235
10540,use warp preparation technologies,sector-specific,S8.5.3,S,0.00601050834394669
10541,handle timber,cross-sector,S6.2.3,S,0.01983166142608618
10542,make decisions regarding forestry management,sector-specific,S4.9.0,S,0.005197074953474188
10543,carry out active selling,sector-specific,S1.6.1,S,0.04741373614233555
10544,advise on rehabilitation exercises,sector-specific,S1.5.4,S,0.019149198986244287
10545,document security incidents in the store,sector-specific,S2.2.7,S,0.0017571116868888657
10546,provide treatment strategies for challenges to human health,sector-specific,S4.1.5,S,0.0510023572089302
10547,inspect insects in whole grain,sector-specific,S2.8.0,S,0.004475272286871925
10548,inspect mine safety conditions,sector-specific,S2.8.4,S,0.005468976552548513
10549,negotiate supplier arrangements,cross-sector,S1.1.1,S,0.18426692196104122
10550,communicate by use of interpretation in social services,sector-specific,S1.0.0,S,0.03325411902139273
10551,maximise efficiency of crane operations,sector-specific,S4.2.2,S,0.009202084390525672
10552,mark the information from the ground plans on the stage area,sector-specific,S1.4.1,S,0.0030591036261072993
10553,conduct fish populations studies,cross-sector,S2.1.1,S,0.0
10554,spray test panel,occupation-specific,S7.3.3,S,0.0
10555,modify scenic elements during performance,sector-specific,S4.2.1,S,0.0019257435412307136
10556,operate table saw,cross-sector,S8.5.8,S,0.010191247843875319
10557,ensure envelope quality,occupation-specific,S2.8.1,S,0.0
10558,carry out physical training,occupation-specific,S1.14.1,S,0.0
10559,"maintain a safe, hygienic and secure working environment",cross-sector,S3.3.1,S,0.011652904425611588
10560,manage several projects,cross-sector,S4.2.1,S,0.010926696053593364
10561,notate different dances,sector-specific,S1.14.2,S,0.004853272699318551
10562,repair router machinery,cross-sector,S8.7.1,S,0.0010618903941547527
10563,operate laser plate maker machine,sector-specific,S8.5.6,S,0.0012126656423235719
10564,literary techniques,cross-sector,K2.3.2,K,0.012879780440584337
10565,manage agri-tourism activites,sector-specific,S4.8.1,S,0.005294501077144366
10566,horary astrology,occupation-specific,K5.3.3,K,0.0
10567,clean tyres,sector-specific,S6.11.1,S,0.0031607978024281807
10568,negotiate loan agreements,cross-sector,S1.1.1,S,0.02216782442140199
10569,study media sources,sector-specific,S2.1.1,S,0.03890179626499941
10570,electricity,cross-sector,K7.1.3,K,0.3822949735364154
10571,green water incubation technology,occupation-specific,K8.3.0,K,0.0
10572,clean road vehicles,sector-specific,S6.11.1,S,0.0004273055823095447
10573,electrical testing methods,cross-sector,K7.1.3,K,0.04080747892720222
10574,apply conceptual thinking,occupation-specific,S2.7.0,S,0.0
10575,electric generators,cross-sector,K7.1.3,K,0.21010269388481947
10576,understand spoken Romanian,transversal,,L_use,0.0
10577,write charity grant proposals,cross-sector,S1.13.3,S,0.0010687094283440954
10578,help prepare lifeboats,occupation-specific,S8.3.0,S,0.0
10579,rewrite articles,sector-specific,S1.13.3,S,0.005019475226530733
10580,set up tote board,occupation-specific,S5.2.1,S,0.0
10581,monitor sugar uniformity,sector-specific,S2.8.2,S,0.010819524235689767
10582,filing machine parts,occupation-specific,K7.1.5,K,0.0
10583,understand spoken Icelandic,transversal,,L_use,0.0
10584,Source (digital game creation systems),sector-specific,K2.1.1,K,0.005646037915311387
10585,apply stitching techniques,sector-specific,S8.5.3,S,0.012265500033976938
10586,inspect etched work,sector-specific,S2.8.1,S,0.0036161127629250576
10587,install software,cross-sector,S5.2.1,S,0.08578267013216188
10588,receive shipment packaging information,sector-specific,S6.1.0,S,0.0
10589,provide instruction in orthodontic procedures,occupation-specific,S1.8.2,S,0.0
10590,follow production schedule,cross-sector,A1.13.1,A,0.13420886655008393
10591,teach digital literacy,cross-sector,S1.3.3,S,0.03767904815768124
10592,coordinate orders from various suppliers,sector-specific,S1.6.3,S,0.008247486815844396
10593,work with e-services available to clients,occupation-specific,S5.5.1,S,0.0
10594,wood products,sector-specific,K7.2.2,K,0.13580378264711912
10595,perform scientific experiments in space,occupation-specific,S8.6.3,S,0.0
10596,report on radiological examinations,occupation-specific,S2.2.4,S,0.0
10597,plan customers' sales visits,sector-specific,S4.2.2,S,0.00585322148308314
10598,repair patterns,occupation-specific,S6.6.2,S,0.0
10599,ensure equipment maintenance,cross-sector,S4.2.1,S,0.23204489215422983
10600,manage allocation of flight resources,occupation-specific,S4.2.2,S,0.0
10601,psychoanalysis,sector-specific,K3.1.3,K,0.005214773247363151
10602,manufacturing of light metal packaging,sector-specific,K7.1.5,K,0.02566556038284387
10603,perfume and cosmetic products,sector-specific,K10.1.2,K,0.03272797706013152
10604,recommend newspapers to customers,sector-specific,S1.5.3,S,0.004049365214746271
10605,monitor check-out point,sector-specific,S2.8.2,S,0.0
10606,demography,cross-sector,K3.1.4,K,0.035645515601021444
10607,types of sugars,occupation-specific,K7.2.1,K,0.0
10608,control suction booms,sector-specific,S8.4.3,S,0.0011100163699046554
10609,use specific data analysis software,occupation-specific,S5.5.2,S,0.0
10610,operate cranes,cross-sector,S8.1.3,S,0.028579056142382337
10611,escapee contingency plans,sector-specific,K8.3.0,K,0.007000903909750173
10612,monitor geotechnical structures,sector-specific,S2.8.0,S,0.0
10613,build a network of contacts with suppliers of tourist services,sector-specific,S1.2.3,S,0.007627672468839513
10614,combine multiple fields of knowledge,sector-specific,S2.7.0,S,0.010322011666825958
10615,collect tourist information,sector-specific,S2.4.1,S,0.0016647189159613785
10616,understand written Danish,transversal,,L_use,0.0
10617,apply paper coating,occupation-specific,S7.3.3,S,0.0
10618,monitor centrifugal separators,sector-specific,S8.5.5,S,0.021733466488402194
10619,respond to requests for logistics services from all over the world,occupation-specific,S3.4.1,S,0.0
10620,calculate value of gems,sector-specific,S2.6.1,S,0.028476831847553685
10621,estimate cost of jewellery and watches' maintenance,sector-specific,S2.6.3,S,0.02980024919872643
10622,pump insulation beads into cavities,sector-specific,S7.2.3,S,0.0004903504230345385
10623,ensure compliance with gaming laws,occupation-specific,S3.3.3,S,0.0
10624,online moderation techniques,sector-specific,K4.1.3,K,0.037540070830743
10625,grind wasted plastic,sector-specific,S8.5.8,S,0.0005082341178282274
10626,interact verbally in Javanese,transversal,,L_use,0.0
10627,develop non-hazardous waste management strategies,cross-sector,S4.1.0,S,0.04393632775158498
10628,perform fast changeover,occupation-specific,S1.14.2,S,0.0
10629,apply for patents,cross-sector,S3.4.3,S,0.0024815528544136307
10630,conduct research on reproductive medicine,sector-specific,S2.1.1,S,0.0
10631,diagnose speech disorders,occupation-specific,S2.1.2,S,0.0
10632,inspect sewerage systems,occupation-specific,S2.7.6,S,0.0
10633,ICT recovery techniques,sector-specific,K6.0.3,K,0.015616641611958852
10634,perform studies and field investigation,occupation-specific,S2.1.1,S,0.0
10635,actuarial science,sector-specific,K5.4.2,K,0.05458914486493807
10636,adjust curing ovens,cross-sector,S8.4.7,S,0.008739519009160118
