task_id,task,detailed_work_activity,intermediate_work_activity,element,mean_task_SML,impact,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,qD,q19,q20,q21,q22,q23
12013,Add metal to molds to compensate for shrinkage.,Place materials into molds.,"Load products, materials, or equipment for transportation or further processing.",Performing General Physical Activities,3.6,-0.0028846467166041556,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.5,4.0,3.5,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,3.0,2.0,2.0
12014,Pull levers to lift ladle stoppers and to allow molten steel to flow into ingot molds to specified heights.,Adjust equipment controls to regulate flow of production materials or products.,Adjust equipment to ensure adequate performance.,Handling and Moving Objects,3.375,0.013984884142127285,4.0,4.5,3.0,4.5,3.0,2.5,3.5,5.0,3.0,4.0,3.0,4.0,2.0,2.5,3.5,4.5,3.0,3.5,4.5,3.5,3.0,4.0,2.0,2.0
12015,Load specified amounts of metal and flux into furnaces or clay crucibles.,Load materials into production equipment.,"Load products, materials, or equipment for transportation or further processing.",Performing General Physical Activities,3.375,0.013376860871915586,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.5,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0
12016,"Remove solidified steel or slag from pouring nozzles, using long bars or oxygen burners.",Clean production equipment.,"Clean tools, equipment, facilities, or work areas.",Performing General Physical Activities,3.925,-0.02427710261179339,4.5,4.5,4.0,4.5,3.5,4.5,4.0,4.5,4.0,4.0,4.5,4.0,3.5,4.0,3.5,4.0,3.5,4.5,4.5,4.0,4.0,4.0,1.0,3.0
12018,"Remove metal ingots or cores from molds, using hand tools, cranes, and chain hoists.",Remove workpieces from molds.,Remove workpieces from production equipment.,Handling and Moving Objects,3.275,0.01999885981113403,3.5,2.5,3.0,4.0,3.0,3.0,3.0,3.0,3.5,4.0,4.0,3.5,4.5,2.5,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.5,2.0
12019,"Transport metal ingots to storage areas, using forklifts.",Operate forklifts or other loaders.,Operate lifting or moving equipment.,Controlling Machines and Processes,3.3875,0.011534296042878811,3.5,3.75,3.75,3.0,3.25,3.0,4.5,4.0,3.5,4.0,3.75,3.75,2.5,3.5,2.5,3.0,3.0,3.25,3.5,3.0,3.5,3.5,2.0,2.5
12020,"Stencil identifying information on ingots and pigs, using special hand tools.","Engrave designs, text, or other markings onto materials, workpieces, or products.",Engrave objects.,Handling and Moving Objects,3.3,0.01824253875069326,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0
12021,"Repair and maintain metal forms and equipment, using hand tools, sledges, and bars.","Repair templates, patterns, or molds.",Repair workpieces or products.,Repairing and Maintaining Mechanical Equipment,3.5625,-0.00018552701641016967,4.0,3.75,3.5,4.0,3.5,3.5,3.0,4.25,3.75,3.5,4.0,3.5,4.0,4.0,3.25,3.75,3.25,3.5,4.0,3.5,4.0,4.0,1.5,2.0
12022,"Study blueprints, drawings, and sketches to determine material dimensions, required equipment, and operations sequences.",Review blueprints or other instructions to determine operational methods or sequences.,Read documents or materials to inform work processes.,Getting Information,3.3625,0.0,4.0,3.5,3.25,3.5,2.75,3.0,3.75,3.5,2.75,3.25,3.5,3.25,3.5,3.0,3.75,4.25,3.25,3.5,4.25,3.0,3.0,3.5,3.25,3.75
12023,"Set up and operate machines, such as lathes, drill presses, punch presses, or bandsaws, to fabricate prototypes or models.",Operate cutting equipment.,Operate cutting or grinding equipment.,Controlling Machines and Processes,3.325,0.0,3.75,3.25,3.0,3.5,2.5,4.0,3.5,3.0,3.5,3.5,4.0,4.0,3.0,3.0,3.25,2.5,2.0,3.5,3.5,3.5,4.0,3.5,2.0,2.5
12024,"Inspect and test products to verify conformance to specifications, using precision measuring instruments or circuit testers.","Inspect metal, plastic, or composite products.",Inspect completed work or finished products.,"Inspecting Equipment, Structures, or Material",2.8,0.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,5.0,5.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0
12025,"Cut, shape, and form metal parts, using lathes, power saws, snips, power brakes and shears, files, and mallets.",Cut industrial materials in preparation for fabrication or processing.,Cut materials.,Handling and Moving Objects,3.3,0.0,3.5,3.25,2.75,3.5,3.25,3.25,3.25,4.0,3.25,3.5,4.0,3.75,3.25,3.5,3.5,3.0,3.25,3.75,3.75,3.25,3.0,4.0,2.0,2.0
12026,"Lay out and mark reference points and dimensions on materials, using measuring instruments and drawing or scribing tools.",Draw guide lines or markings on materials or workpieces using patterns or other references.,Position materials or components for assembly.,Handling and Moving Objects,3.45,0.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0
12027,"Drill, countersink, and ream holes in parts and assemblies for bolts, screws, and other fasteners, using power tools.","Drill holes in parts, equipment, or materials.",Drill holes in earth or materials.,Handling and Moving Objects,3.375,0.0,3.5,4.0,3.5,4.0,3.5,3.5,3.5,3.5,3.0,4.0,3.5,4.0,3.0,3.5,3.0,4.0,4.0,3.0,4.0,3.5,3.0,3.0,2.0,2.0
12028,"Grind, file, and sand parts to finished dimensions.",Operate grinding equipment.,Operate cutting or grinding equipment.,Controlling Machines and Processes,3.4875,0.0,3.5,3.75,3.5,4.0,3.5,3.5,3.25,3.25,4.0,3.25,4.0,3.25,3.5,4.25,3.5,3.75,3.5,3.75,3.75,3.0,3.5,3.75,2.75,2.5
12029,"Record specifications, production operations, and final dimensions of models for use in establishing operating standards and procedures.",Record operational or production data.,Maintain operational records.,Documenting/Recording Information,3.125,0.0,3.5,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.5,3.5,3.5,2.5,3.0,3.5,3.5,3.0,3.0,3.5,3.0,3.0,3.5,2.0,2.0
12030,Rework or alter component model or parts as required to ensure that products meet standards.,Repair parts or assemblies.,Repair workpieces or products.,Repairing and Maintaining Mechanical Equipment,3.65,0.0,4.0,3.5,3.5,3.5,3.5,4.0,3.5,3.5,5.0,4.5,4.5,4.0,4.0,3.5,2.5,3.0,1.5,3.5,3.5,3.0,4.5,4.5,1.5,1.5
12031,"Align, fit, and join parts, using bolts and screws or by welding or gluing.",Align parts or workpieces to ensure proper assembly.,Position materials or components for assembly.,Handling and Moving Objects,3.4125,0.0,2.75,3.25,2.5,4.25,3.5,3.5,4.0,3.0,3.5,4.75,3.25,4.0,2.25,3.5,4.0,3.0,2.75,3.75,4.75,3.25,4.5,4.25,2.0,1.5
12032,Consult and confer with engineering personnel to discuss developmental problems and to recommend product modifications.,Confer with others to resolve production problems or equipment malfunctions.,Coordinate with others to resolve problems.,"Communicating with Supervisors, Peers, or Subordinates",2.8,0.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0
12033,"Assemble mechanical, electrical, and electronic components into models or prototypes, using hand tools, power tools, and fabricating machines.",Assemble metal or plastic parts or products.,Assemble products or work aids.,Handling and Moving Objects,3.775,0.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,1.5,3.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,2.0,2.0
12034,"Devise and construct tools, dies, molds, jigs, and fixtures, or modify existing tools and equipment.",Build production molds.,Assemble products or work aids.,Handling and Moving Objects,4.091666666666667,0.0,3.8333333333333335,4.5,4.5,4.5,4.5,4.333333333333333,4.0,4.5,4.0,4.0,4.5,4.333333333333333,4.333333333333333,5.0,4.0,4.5,4.166666666666667,4.333333333333333,5.0,4.166666666666667,4.5,4.0,1.3333333333333333,2.0
12035,Wire and solder electrical and electronic connections and components.,Solder parts or workpieces.,"Join parts using soldering, welding, or brazing techniques.",Handling and Moving Objects,4.25,0.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0
12036,"Set up and operate machine tools, such as milling machines, lathes, drill presses, and grinders, to machine castings or patterns.",Operate grinding equipment.,Operate cutting or grinding equipment.,Controlling Machines and Processes,3.4,0.024238109132295627,3.5,3.5,3.5,4.0,3.0,3.5,3.5,3.0,4.0,3.5,4.0,4.0,3.0,4.0,3.0,3.5,3.0,3.5,3.5,3.0,3.0,3.5,2.5,2.5
12037,"Read and interpret blueprints or drawings of parts to be cast or patterns to be made, compute dimensions, and plan operational sequences.",Plan production or operational procedures or sequences.,Plan work activities.,"Organizing, Planning, and Prioritizing Work",3.4333333333333336,0.018393487422995403,3.6666666666666665,3.6666666666666665,3.1666666666666665,3.5,2.833333333333333,3.1666666666666665,3.6666666666666665,3.6666666666666665,3.1666666666666665,3.8333333333333335,3.333333333333333,3.5,3.6666666666666665,2.833333333333333,3.5,3.333333333333333,3.1666666666666665,3.5,4.0,3.5,3.5,3.8333333333333335,3.1666666666666665,3.0
12038,"Verify conformance of patterns or template dimensions to specifications, using measuring instruments such as calipers, scales, and micrometers.",Measure dimensions of completed products or workpieces to verify conformance to specifications.,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",4.075,-0.03348700136026572,4.5,4.5,3.0,4.5,4.0,5.0,4.5,5.0,5.0,4.5,4.5,4.5,4.5,4.0,5.0,3.5,2.0,3.5,5.0,3.0,4.0,5.0,1.5,1.0
12039,Program computerized numerical control machine tools.,Program equipment to perform production tasks.,Program computer systems or production equipment.,Interacting With Computers,3.45,0.020972764599164417,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.5,2.5
12040,"Design and create templates, patterns, or coreboxes according to work orders, sample parts, or mockups.",Design templates or patterns.,Design materials or devices.,Thinking Creatively,3.95,-0.018164062878971432,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0
12041,"Assemble pattern sections, using hand tools, bolts, screws, rivets, glue, or welding equipment.","Construct patterns, templates, or other work aids.",Assemble products or work aids.,Handling and Moving Objects,3.55,0.009980420622533348,3.5,4.5,3.5,3.25,3.75,4.75,4.0,4.25,3.5,3.0,4.0,3.5,4.0,3.5,3.0,3.75,3.0,4.25,4.25,3.25,3.5,3.5,2.0,1.5
12042,Repair and rework templates and patterns.,"Repair templates, patterns, or molds.",Repair workpieces or products.,Repairing and Maintaining Mechanical Equipment,3.725,-0.003038707520120809,4.0,3.5,4.0,4.0,4.0,4.0,4.0,4.5,3.5,4.0,4.0,4.0,3.0,4.0,3.5,3.5,3.5,4.0,4.0,4.0,4.0,4.0,2.0,2.0
12043,"Lay out and draw or scribe patterns onto material, using compasses, protractors, rulers, scribes, or other instruments.",Draw guide lines or markings on materials or workpieces using patterns or other references.,Position materials or components for assembly.,Handling and Moving Objects,3.45,0.014287408962256887,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0
12044,"Clean and finish patterns or templates, using emery cloths, files, scrapers, and power grinders.",Operate grinding equipment.,Operate cutting or grinding equipment.,Controlling Machines and Processes,3.4500000000000006,0.016009984019863754,3.5,3.8333333333333335,3.333333333333333,4.0,3.5,3.5,3.1666666666666665,3.6666666666666665,3.6666666666666665,3.5,3.8333333333333335,3.333333333333333,3.333333333333333,3.8333333333333335,3.6666666666666665,3.6666666666666665,3.333333333333333,3.5,3.8333333333333335,3.1666666666666665,3.5,3.5,2.6666666666666665,2.333333333333333
12045,"Construct platforms, fixtures, and jigs for holding and placing patterns.","Construct patterns, templates, or other work aids.",Assemble products or work aids.,Handling and Moving Objects,3.8,-0.008246091876054962,4.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0
12046,Mark identification numbers or symbols onto patterns or templates.,"Mark products, workpieces, or equipment with identifying information.",Mark materials or objects for identification.,"Identifying Objects, Actions, and Events",3.9,-0.014480691148008873,4.0,4.5,4.0,3.5,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,2.0,2.0
12047,"Select pattern materials such as wood, resin, and fiberglass.",Select production input materials.,Select materials or equipment for operations or projects.,Making Decisions and Solving Problems,3.75,-0.0038246068685183765,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,1.5,1.5
12048,Apply plastic-impregnated fabrics or coats of sealing wax or lacquer to patterns used to produce plastic.,Apply solutions to production equipment.,Apply protective solutions or coatings.,Handling and Moving Objects,4.1,-0.023260304132989518,5.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,1.0,1.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0
12049,Paint or lacquer patterns.,Apply protective or decorative finishes to workpieces or products.,Apply protective solutions or coatings.,Handling and Moving Objects,3.3,0.022425711064220977,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0
12050,"Clean and smooth molds, cores, and core boxes, and repair surface imperfections.",Smooth metal surfaces or edges.,Smooth surfaces of objects or equipment.,Handling and Moving Objects,3.75,0.0,4.0,4.25,3.75,4.25,3.75,4.0,3.5,4.0,4.0,3.5,4.25,3.25,3.75,4.25,3.75,4.0,3.75,4.25,4.25,3.5,4.0,4.0,2.0,2.75
12051,"Move and position workpieces, such as mold sections, patterns, and bottom boards, using cranes, or signal others to move workpieces.",Signal others to coordinate work activities.,Signal others to coordinate work activities.,"Communicating with Supervisors, Peers, or Subordinates",3.625,0.0,4.0,4.5,3.25,3.5,3.0,3.5,3.5,3.5,4.25,3.75,3.5,3.5,4.5,3.75,4.0,3.0,4.0,3.0,4.0,3.5,4.0,4.5,2.25,2.25
12052,Sprinkle or spray parting agents onto patterns and mold sections to facilitate removal of patterns from molds.,Apply parting agents or other solutions to molds.,Remove workpieces from production equipment.,Handling and Moving Objects,3.825,0.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.5,2.0
12053,Position patterns inside mold sections and clamp sections together.,"Position patterns on equipment, materials, or workpieces.",Position tools or equipment.,Handling and Moving Objects,3.8,0.0,4.0,3.0,4.0,4.0,3.5,4.0,3.5,4.0,3.5,4.0,4.0,4.0,4.5,4.0,3.0,4.0,4.0,3.0,4.0,4.5,3.5,4.0,3.0,3.0
12054,"Position cores into lower sections of molds, and reassemble molds for pouring.",Build production molds.,Assemble products or work aids.,Handling and Moving Objects,3.7375,0.0,3.0,4.5,4.25,4.0,3.5,4.0,4.0,4.0,3.0,3.5,4.75,4.0,3.75,4.5,4.0,4.0,4.25,4.0,4.5,4.0,4.0,3.5,2.0,2.0
12055,"Sift and pack sand into mold sections, core boxes, and pattern contours, using hand or pneumatic ramming tools.",Place materials into molds.,"Load products, materials, or equipment for transportation or further processing.",Performing General Physical Activities,3.6,0.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.5,4.0,3.5,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,3.0,2.0,2.0
12056,Tend machines that bond cope and drag together to form completed shell molds.,Build production molds.,Assemble products or work aids.,Handling and Moving Objects,3.875,0.0,3.0,5.0,4.5,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0
12057,"Cut spouts, runner holes, and sprue holes into molds.",Cut industrial materials in preparation for fabrication or processing.,Cut materials.,Handling and Moving Objects,3.275,0.0,3.5,3.5,2.5,3.0,3.0,3.5,3.5,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0
12058,Lift upper mold sections from lower sections and remove molded patterns.,Remove workpieces from molds.,Remove workpieces from production equipment.,Handling and Moving Objects,3.275,0.0,3.5,2.5,3.0,4.0,3.0,3.0,3.0,3.0,3.5,4.0,4.0,3.5,4.5,2.5,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.5,2.0
12059,"Form and assemble slab cores around patterns and position wire in mold sections to reinforce molds, using hand tools and glue.",Build production molds.,Assemble products or work aids.,Handling and Moving Objects,3.875,0.0,3.0,5.0,4.5,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0
12060,"Pour molten metal into molds, manually or using crane ladles.",Place materials into molds.,"Load products, materials, or equipment for transportation or further processing.",Performing General Physical Activities,3.6,0.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.5,4.0,3.5,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,3.0,2.0,2.0
12061,Rotate sweep boards around spindles to make symmetrical molds for convex impressions.,Build production molds.,Assemble products or work aids.,Handling and Moving Objects,3.875,0.0,3.0,5.0,4.5,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0
12062,"Operate ovens or furnaces to bake cores or to melt, skim, and flux metal.",Operate heating or drying equipment.,Operate industrial processing or production equipment.,Controlling Machines and Processes,3.375,0.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,2.0,1.5
12063,"Melt and apply solder along adjoining edges of workpieces to solder joints, using soldering irons, gas torches, or electric-ultrasonic equipment.",Solder parts or workpieces.,"Join parts using soldering, welding, or brazing techniques.",Handling and Moving Objects,3.7625,-0.013624780041825435,4.5,4.0,4.0,4.5,3.5,4.0,3.5,4.0,4.0,4.0,3.5,4.0,4.0,3.5,3.5,4.0,3.5,4.0,4.5,3.5,3.5,4.0,2.5,2.25
